text,cleaned_text
Mailbox knocked over countach has damage hmmm🧐😂,Mailbox knocked countach damage hmmm
992 Turbo S!!!,992 Turbo
"Sell the Egg, pay for the house, and build a romp room in the house for you and Sophie 😂😂😂",Sell Egg pay house build romp room house Sophie
11:10 bro did a hit and run fr,1110 bro hit run fr
"Don't sell the egg, keep the house, marry Sophia and life is beautiful",Dont sell egg house marry Sophia life beautiful
"Defff need to sell the egg, altho it makes more sense to lease it than paying 3mil+ tax, it's still bleeding a ton of money man🫠",Defff need sell egg altho makes sense lease paying 3mil tax bleeding ton money man
Man you been click baity like a mf man I’m really tired of it,Man click baity like mf man Im tired
Strad buddy please marry her❤,Strad buddy marry
Sell the house keep egg please,Sell house egg
Stop touching the screen. Lay off the addys,Stop touching screen Lay addys
Sell the damn egg 🙏🙏,Sell damn egg
It’s 14 in West Virginia,14 West Virginia
sell the egg and buy a new mail box,sell egg buy new mail box
12:21 I've only commented that 10 times throughout the years😂 what's the point of having $4M+ worth of cars and not installing a $30k heated driveway?😂,1221 Ive commented 10 times years whats point 4M worth cars installing 30k heated driveway
Do you even read the comments again?🤦🏾‍♂️,read comments
Get sophie to start an OF to keep the house,sophie start house
"Sell the egg, put a plow on the gladiator, marry Sophia and keep the house…… or do what makes you happy if that’s not it lol",Sell egg plow gladiator marry Sophia house makes happy thats lol
Sell the egg keep the house bro,Sell egg house bro
This has turned into a wholesale crisis and clickbait channel.,turned wholesale crisis clickbait channel
"I have to be that guy those are not bolts those are the concrete anchors for the bolts 
I am a big fan not trying to cook you in the comments your the only you tuber i still fallow",guy bolts concrete anchors bolts big fan trying cook comments tuber fallow
Sell the EGG keep the house. Marry Sofia and live a happy life already.,Sell EGG house Marry Sofia live happy life
sell your kidney!,sell kidney
I think Sophia is lowkey paying subs to convince Strad to get married 😂,think Sophia lowkey paying subs convince Strad married
Sell the 🥚,Sell
Fix the egg . Sell it . Keep the house and marry Sophia ( maybe buy a jdm car like u promised),Fix egg Sell house marry Sophia maybe buy jdm car like u promised
Get the 911.2 GT3RS it is the best value for your money.,9112 GT3RS best value money
I love the egg but honestly strad should sell it it will benefit him,love egg honestly strad sell benefit
"Sell the Egg get a 2rs / 992, 991 3rs / 992 gt3",Sell Egg 2rs 992 991 3rs 992 gt3
"Got this off of Google:  ""Those who are convicted of destruction of federal property could spend up to three years in jail and be fined up to $250,000.""",Got Google convicted destruction federal property spend years jail fined 250000
Sell the egg,Sell egg
That company needs to know about that driver for sure. He doesn't need to be operating that truck.,company needs know driver sure doesnt need operating truck
"Its a federal crime not to sell the egg, keep the house, and marry sophia.",federal crime sell egg house marry sophia
Marry her already.   So she doesn't have to go back and forth.,Marry doesnt forth
🤔is it just me or the tone of that Cadillac on cold start sounded a bt like the Agera V8?? just not as polished ofcourse...,tone Cadillac cold start sounded bt like Agera V8 polished ofcourse
"An accountant would say, keep the house as an increasing asset and sell the Koenigsegg…… you were an accountant? 🤭",accountant house increasing asset sell Koenigsegg accountant
SELL THE EGG,SELL EGG
Gotta love the guy with a bunch of straight piped cars telling Utah to get their act together to fix the smog. 😂,Gotta love guy bunch straight piped cars telling Utah act fix smog
991.2 GT3RS would be sick.,9912 GT3RS sick
get the gt-r back pls pls pls pls,gtr pls pls pls pls
"SELL THE EGG
SELL THE EGG
SELL THE EGG",SELL EGGSELL EGGSELL EGG
Firstly SELL EGG 🥚 and finish the underground basement..pay off the house…financial freedom,Firstly SELL EGG finish underground basementpay housefinancial freedom
I love you stradman but this is like the 1000000 time you have click baited me bro,love stradman like 1000000 time click baited bro
leave the poor guy alone,leave poor guy
Sell the egg,Sell egg
As soon as he picks the 11 year old Canadian up at the airport . The video is done for me,soon picks 11 year old Canadian airport video
i bet that envelope has the cheque for a Turbo S (maybe),bet envelope cheque Turbo maybe
"*InvestiGATE with STRAD*  solving the neighbourhood crimes feat. Sophia .....
(produced in co-operation with SimpliSafe Security)  😄",InvestiGATE STRAD solving neighbourhood crimes feat Sophia produced cooperation SimpliSafe Security
Why the hell is your mailbox so far lol,hell mailbox far lol
No need for the click bait,need click bait
You content aint the same anymore,content aint anymore
that hit and run has to be the funniest thing ive ever seen.,hit run funniest thing ive seen
Get a 992 GT3RS,992 GT3RS
When is the weeding ?,weeding
Those sleeve type concrete anchors are garbage.,sleeve type concrete anchors garbage
"""Fedrill"" 😂",Fedrill
Please do not sell the egg 👍🏾,sell egg
"Fiiiinalllyyy he is going back out on the road. Nothing against the house videos, but dude has not traveled much lately",Fiiiinalllyyy going road house videos dude traveled lately
Those are not the bolts they're  the anchors that go into the concrete to screw the bolt into.,bolts theyre anchors concrete screw bolt
"Like this comment if you believe strad should keep the house, sell the egg and marry sophia. EVERYONE KNOWS IS STRAD AND WE WANT IT TO HAPPEN!!!!!",Like comment believe strad house sell egg marry sophia KNOWS STRAD WANT HAPPEN
I’m actually getting tired of the clickbait bro,Im actually getting tired clickbait bro
Gt3rs,Gt3rs
Don't sell the house,Dont sell house
STRAD. SHUT UP,STRAD SHUT
"James be honest, you want to move to Scottsdale Arizona we’re it never gets below 50*",James honest want Scottsdale Arizona gets 50
ESPADA FUGLY,ESPADA FUGLY
Keep the 812 that color.  It looks perfect!,812 color looks perfect
The way you say federal is a federal crime. Fedra whaaaat??,way federal federal crime Fedra whaaaat
HEY JAMES DOES YOUR FRIEND WITH THE EXTREMELY LONG BEARD HAVE A YOUTUBE CHANNEL? AND I LOVE YOUR VIDEOS TO 💜💜,HEY JAMES FRIEND EXTREMELY LONG BEARD YOUTUBE CHANNEL LOVE VIDEOS
lol I love you Strad but the way you say federal is funny . It’s like you pronounce it all in one syllable. Instead fed er all you say fedral lol,lol love Strad way federal funny like pronounce syllable Instead fed er fedral lol
You should get a Porsche 718 cayman gt4,Porsche 718 cayman gt4
"She makes James so happy, I genuinely hope their relationship thrives",makes James happy genuinely hope relationship thrives
"Sell the agera HH for a CCX being the “cheaper” option, keep the house and finish up areas that need to be finished, marry Sophia, and maybe get a car alongside the CCX?",Sell agera HH CCX cheaper option house finish areas need finished marry Sophia maybe car alongside CCX
My name in the title,title
"Sell the agera HH and get a “cheaper” hypercar being a Koenigsegg CCX  that way you can mod it in terms of putting an aftermarket exhaust on it and other stuff like that plus selling the agera HH for a CCX would free up cash to finish your house up in areas that need it and you’d still be a part of the ghost squadron. Also I’m pretty sure the CCX has a manual option as well so that would be cool having a manual Koenigsegg on the channel, and by “cheaper” I mean the CCX is $1.2 mil compared to the $3.5mil price tag of the agera HH.",Sell agera HH cheaper hypercar Koenigsegg CCX way mod terms putting aftermarket exhaust stuff like plus selling agera HH CCX free cash finish house areas need youd ghost squadron Im pretty sure CCX manual option cool manual Koenigsegg channel cheaper mean CCX 12 mil compared 35mil price tag agera HH
Sofia is soooo fine. You are a lucky guy,Sofia soooo fine lucky guy
Keep the egg bro,egg bro
Countach is the blueprint for every Lambo that came after- Please! Mr Self Described Lambo Fan Boy- keep the Countach! No Lambo collection is complete without one!,Countach blueprint Lambo came Mr Self Described Lambo Fan Boy Countach Lambo collection complete
"SELL 🥚 SELL 🥚SELL 🥚SELL 🥚
Marry Sophia & Live in House",SELL SELL SELL SELL Marry Sophia Live House
Sell that Egg 🥚,Sell Egg
#SELLTHEEGG,SELLTHEEGG
991 turbo s. GT3's are everywhere it feels like,991 turbo GT3s feels like
I love your channel show me but you’re making a big deal out of your road. I live in the Garland Texas area. There’s paddles in every other section of concrete that has been laid. Just be lucky your stuff actually getsfixed and stays fixed. is it just the temporary patch hole and then it just goes right back to being a pothole again!!!,love channel youre making big deal road live Garland Texas area Theres paddles section concrete laid lucky stuff actually getsfixed stays fixed temporary patch hole goes right pothole
Sell the egg bro,Sell egg bro
Tbh this video should have been sponsored by simple safe 🤣,Tbh video sponsored simple safe
Also a felony charge for the hit and run run 😂,felony charge hit run run
SELL THE EGG!!!!!!!!!!!!!,SELL EGG
"James: Complains about the house being so expensive 

Also James: ""I should have gotten a heated driveway""
😂😂",James Complains house expensive James gotten heated driveway
"Sell as many as lamborghini's and save house if you are still adamant about keeping Koenigsegg, I'm happy you are finally getting rid of countach, car was sitting in garage and it's better to turn it into cash, sell Aventadors pink one next",Sell lamborghinis save house adamant keeping Koenigsegg Im happy finally getting rid countach car sitting garage better turn cash sell Aventadors pink
"SELL THAT EGG!!! OR KOENIGG WHATEVER! SELL IT, THROW IT AWAY!",SELL EGG KOENIGG SELL THROW AWAY
a 992 RS would be an insane add on to the collection,992 RS insane add collection
buy 992 GT3RS!!,buy 992 GT3RS
Sell the egg,Sell egg
SELL THE EGG!!!,SELL EGG
Here’s an idea: classic American cars bro! I love your dad’s truck. I also think it’d be awesome to see some classic American muscle added to your collection…60’s or 70’s!!!,Heres idea classic American cars bro love dads truck think itd awesome classic American muscle added collection60s 70s
James!!!!! Sell the Koenigsegg!!!!!,James Sell Koenigsegg
There’s no egg content so might as well sell it,Theres egg content sell
No one saying anything about how strad pronounces federal as fedrull 💀😂,saying strad pronounces federal fedrull
Sell the egg!!!! It’s a no brainer!,Sell egg brainer
"Btw James, the post office does have a police department and they have the same power as the FBI because they’re “federal agents” so anything dealing with mail is a federal crime. Those guys lowkey badass",Btw James post office police department power FBI theyre federal agents dealing mail federal crime guys lowkey badass
SELL THE EGG SELL THE EGG SELL THE EGG,SELL EGG SELL EGG SELL EGG
Sell the egg,Sell egg
So where are all the cry babies crying about clickbait titles ?,cry babies crying clickbait titles
Sell the egg please,Sell egg
"In case you were wondering, thoes ""bolts"" you were talking about are not bolts. They are a concrete anchor, the two split halves work as a wedge.",case wondering thoes bolts talking bolts concrete anchor split halves work wedge
"as long as he keeps all the cars he dailies, the two aventadors and the egg, but sells everything else he should be fine",long keeps cars dailies aventadors egg sells fine
You and your neighbors own the mailbox. Not the USPS.,neighbors mailbox USPS
WHY IS EVERYBODY TELLING THE MAN TO SELL HIS DREAM??,EVERYBODY TELLING MAN SELL DREAM
"Sell Sophia, keep the house, marry the egg.",Sell Sophia house marry egg
Sell the egg,Sell egg
"Sell the egg ,marry Sophia and get an 992 gt3rs",Sell egg marry Sophia 992 gt3rs
Need to step up the game.,Need step game
Sofia jump scared me 😂 watched this at almost midnight and i wasn't prepared for that transition James,Sofia jump scared watched midnight wasnt prepared transition James
My buddy sold that car on BAT…,buddy sold car BAT
"Sell the Egg and the house, and save like $50k a month lol",Sell Egg house save like 50k month lol
Do what you want and have Josh race DDE twin turbo f12,want Josh race DDE twin turbo f12
"Bro sell the egg , sell the house take the profits and build a new house which you design with Sophie and make that your actual home for your kids ,grandkids ,etc",Bro sell egg sell house profits build new house design Sophie actual home kids grandkids etc
"992 turbo s!! way sleeker, faster, much more capable on stock internals if you want to have fun with it",992 turbo way sleeker faster capable stock internals want fun
sell the egg,sell egg
0:14 those exist!?!?,014 exist
"As a professional driver myself very unprofessional of him not to call and report the accident it is a federal crime for a hit and run but if he was using his phone at all during that he could face a 10,000 fine",professional driver unprofessional report accident federal crime hit run phone face 10000 fine
"James, with all due respect I’m failing to see the point of the two channels at this point. Love your videos on both channels, they’re equally high quality! 

Question is, why not just post more on the main channel?",James respect Im failing point channels point Love videos channels theyre equally high quality Question post main channel
Wow. That driver wasn't watching anything at all. All those hits were 100% avoidable. Freaking super trucker.,Wow driver wasnt watching hits 100 avoidable Freaking super trucker
Wow. That driver wasn't watching anything at all. All those hits were 100% avoidable. Freaking super trucker.,Wow driver wasnt watching hits 100 avoidable Freaking super trucker
SELL THE EGG 🗣,SELL EGG
Sell the egg,Sell egg
Ngl didn’t like how the porche sounded when it cold started,Ngl didnt like porche sounded cold started
Can we just talk about how tiny the Countach looks next to the Camaro?,talk tiny Countach looks Camaro
8:00 you two should kiss 👨‍❤️‍💋‍👨💋,800 kiss
Sell the egg keep all the other cars and the house,Sell egg cars house
Liked this video because strad said he might sell the egg ❤,Liked video strad said sell egg
why’d you touch it 😂😂,whyd touch
CSI Stradman 🤣🤣🤣🤣 going over the scene of the crime...,CSI Stradman going scene crime
Sell the egg keep the house!!!!,Sell egg house
NOOOOOOOO,NOOOOOOOO
Sell the egg please!!!!!,Sell egg
Thank goodness i can fast forward the video because damn that was so lame ahhh shii,Thank goodness fast forward video damn lame ahhh shii
Keep the house bro and settle down there for the rest of your life and sell the Koenigsegg,house bro settle rest life sell Koenigsegg
Those aren’t bolts. 🤦‍♂️,arent bolts
Go for a 997 those are sick,997 sick
"nope, the irony actually did not fly past me when the guy with the highest amount of air polluting cars complains about air pollution 😂",nope irony actually fly past guy highest air polluting cars complains air pollution
SELL THE EGG,SELL EGG
"Also strad marrying soph right now is up to you but you have millions of dollars of property and other stuff, please get a prenurp
Please",strad marrying soph right millions dollars property stuff prenurpPlease
HOUSE >> egg,HOUSE egg
"Bro sell the Koenigsegg and buy the new Lamborghini Reveulto
Who agrees with me? Their the same horsepower almost.
👇🏼",Bro sell Koenigsegg buy new Lamborghini ReveultoWho agrees horsepower
You never have any good news do you,good news
"Technically the mailbox is a federal crime, it is considered destruction of federal property, but the stop sign is municipal, so the Salt Lake City PD or wherever you live would have to investigate the stop sign issue, and yes, the USPS has mail police",Technically mailbox federal crime considered destruction federal property stop sign municipal Salt Lake City PD live investigate stop sign issue yes USPS mail police
You are not wealthy enough to own the egg sell it.,wealthy egg sell
"Sell the egg, keep the house and fi ish the house.  Buy some lower dollar cars and do some builds.  Cars the average person might have or be able to get some ideas for their own build.",Sell egg house fi ish house Buy lower dollar cars builds Cars average person able ideas build
"keep the house, keep the egg, sell the 812, murcielago, countach, etc. the egg it's so unique",house egg sell 812 murcielago countach etc egg unique
STRAD Great Video I'm so sorry to hear that a Semi Driver hit your Mailbox and I'm glad Sophia made it back safely and I can't wait to see some European content and I hope your 812 is coming along well,STRAD Great Video Im sorry hear Semi Driver hit Mailbox Im glad Sophia safely cant wait European content hope 812 coming
Don’t sell it 😞,Dont sell
sell the egg,sell egg
Sell egg gang ——>,Sell egg gang
Homie out here snitchin,Homie snitchin
Don’t get married 😳 it’s all fun and games now 😳 and all the fun comes to a end 😩 watch Darius M,Dont married fun games fun comes end watch Darius
Does Sophia have a sister?,Sophia sister
Sell the egg,Sell egg
"Sell the Egg. There’s no way you can justify the cost with what that car makes on YouTube. I think I speak for most viewers when I say we would rather see 2-4 new super cars than an Egg a few times a month. It was cool, but not cool enough.",Sell Egg Theres way justify cost car makes YouTube think speak viewers 24 new super cars Egg times month cool cool
"She is beautiful. But ugh. Marriage is scary. My wife cleaned me out. And she was just as pretty, and nice, until she wasn’t.",beautiful ugh Marriage scary wife cleaned pretty nice wasnt
911 turbo s is so fire,911 turbo fire
Sell the egg,Sell egg
"""991 or 992?"" both good options but then there's also the 997.2?",991 992 good options theres 9972
"12:00 It is a federal crime, jail up to 3 years and or a 250,000 dollar fine issued to the person",1200 federal crime jail 3 years 250000 dollar fine issued person
Excited to Race the Egg!! If I loose do we cut the beard??? 🤔🤔🤔,Excited Race Egg loose cut beard
"Spends half the episode on his mailbox.

Won't show us his own dog.

Oskar needs to be in every episode. He is a family member and deserves it.",Spends half episode mailboxWont dogOskar needs episode family member deserves
7:21 the first smart thing he has said in his entire life:,721 smart thing said entire life
“Come on Utah air quality” as he revs the straight piped BMW after idling around in a Countach for an hour,Come Utah air quality revs straight piped BMW idling Countach hour
"My money is on 4 kids. But yea, sell the egg, it's becoming a golden boat anchor!",money 4 kids yea sell egg golden boat anchor
Sell the egg 🥚,Sell egg
"Yeah you’re the only person this has ever happened too, quit whining. Grow up.",Yeah youre person happened quit whining Grow
Has to be something else to sell.,sell
Anyone bothered by how he is saying federal......lmaoooo,bothered saying federallmaoooo
Haters saying sell the egg,Haters saying sell egg
14:27 is the roadster front bumper cracked???,1427 roadster bumper cracked
Is that a ceramic pro sticker at the door ! Great ceramic !,ceramic pro sticker door Great ceramic
2:12 The string on your neck 😢😢,212 string neck
I won’t be popular for this but keep the egg.. sell cars you don’t really use or need. I enjoy seeing a hypercar on the channel,wont popular egg sell cars dont use need enjoy seeing hypercar channel
"Live one life, Live it with a Lamborghini.",Live life Live Lamborghini
😄✌️,
To think 2 years ago it would be worth 1.1 m lol,think 2 years ago worth 11 lol
SELL EGG 🥚,SELL EGG
Please reply and let me know the process you used to track down your father’s truck. I have a similar sentimental attachment to my grandfather’s 1940 Ford Deluxe convertible. I’d like to track it down and I’d be indebted to you for the inside line on how to track    down original vehicles,reply let know process track fathers truck similar sentimental attachment grandfathers 1940 Ford Deluxe convertible Id like track Id indebted inside line track original vehicles
I'm going to say it too. Sell the 🥚,Im going Sell
"Get the turbo s there awd and can drive in winter not to
Mention the sub 3 sec 0-60",turbo awd drive winter toMention sub 3 sec 060
Bro get the 992 turbo s so fast car,Bro 992 turbo fast car
i can't be the only one who thinks he should buy a kei truck,cant thinks buy kei truck
fe-de-ral,federal
I need the next vid to be a wedding vlog strad,need vid wedding vlog strad
Sell the new M2 that is pretty ugly,Sell new M2 pretty ugly
Sell the egg James,Sell egg James
"SELL THE EGG, keep the house, MARRY SOPHIA, start a wonderful family!!!",SELL EGG house MARRY SOPHIA start wonderful family
"Sell the Egg, not the house! And for crap's sake, if you don't marry Sophia.....you make me sad. 😅 Great video.",Sell Egg house craps sake dont marry Sophiayou sad Great video
7:20 The moment we've all been waiting for.,720 moment weve waiting
is there a company name on that semi?,company semi
What’s the egg?,Whats egg
"Sell the egg, get the 992",Sell egg 992
go 992 gt3rs i promise you it will be better,992 gt3rs promise better
"SELL THE EGG, KEEP THE TACH, MARRY SOPHIA, FIX THE BACKYARD, BUILD BATCAVE, LIFE IS COMPLETE, BUY P1 IN FUTURE",SELL EGG TACH MARRY SOPHIA FIX BACKYARD BUILD BATCAVE LIFE COMPLETE BUY P1 FUTURE
Is it “fedral” or federal crime? 😂,fedral federal crime
"SELL.THE.EGG!!!!! Please keep the house, older you will be kicking himself for keeping the egg and not the house.",SELLTHEEGG house older kicking keeping egg house
Sell the egg,Sell egg
Keep the house and Countach,house Countach
"dang, i realized at the end of the video that i got click baited",dang realized end video got click baited
Sell the egg,Sell egg
Sell the egg,Sell egg
"the egg is cool and all, but please sell it, the house is way more valuable, also put a ring on Sophia's finger for the love of god.",egg cool sell house way valuable ring Sophias finger love god
SO NOW YOUR A STOOLIE??    SNITCHS GET STICHES INCASE YOU HAVENT HEARD MIND YOUR OWN BIZZ LIKE YOUR SO INOCENT LOOK HOW YOU DRIVE SPEEDING JUST CAUSE YOU HAVENT CRASHED YET. DONT MAKE YOU BETTER.. DONT MAKE JUDGEMENTS TILL YOUR PERFICT ..🦃,STOOLIE SNITCHS STICHES INCASE HAVENT HEARD MIND BIZZ LIKE INOCENT LOOK DRIVE SPEEDING CAUSE HAVENT CRASHED DONT BETTER DONT JUDGEMENTS TILL PERFICT
Sell the egg and keep the house,Sell egg house
"I love you your content but... 













Sell. The. Egg.",love content Sell Egg
"10:29 Wake up, got me dying",1029 Wake got dying
991 gt3rs is my fav 3rs ever,991 gt3rs fav 3rs
Strad is literally just using YouTube as a community liquidation sale for all his posessions.  That’s all it’s been for months,Strad literally YouTube community liquidation sale posessions Thats months
GT3RS or TURBO S PLSSSSS,GT3RS TURBO PLSSSSS
"992 gt3rs has a gintani exhaust system built for it, sounds heavenly",992 gt3rs gintani exhaust system built sounds heavenly
"what if you sell the egg, keep the house, and start collecting unique JDM cars. You'd have a crazy and beautiful car collection in that nice 30+ car garage house.",sell egg house start collecting unique JDM cars Youd crazy beautiful car collection nice 30 car garage house
sell the egg,sell egg
Strad is trying to cover his mistake by blaming the truck. 😂. He was probably driving it to see what being a trucker was like.,Strad trying cover mistake blaming truck probably driving trucker like
"strad..........please for the love of god just sell the egg


and marry sophia",stradplease love god sell eggand marry sophia
"Dang, makes me think twice about moving to Utah! I'll give you $250k and the dog goes with it.",Dang makes think twice moving Utah Ill 250k dog goes
A big block would be an awesome choice for your dads pickup. Imagine saying your dads pickup has a 10L motor. Make for great headlines and would be a unique choice compated to all the LS builds on youtube.,big block awesome choice dads pickup Imagine saying dads pickup 10L motor great headlines unique choice compated LS builds youtube
More reason to sell.... now you know what you need and can build a better place.,reason sell know need build better place
"Everyone saying sell the egg 😭 I get the view point, but James do what you think is best for you in the long run. ❤️‍🔥❤️‍🔥",saying sell egg view point James think best long run
Everyone saying sell the egg. At least he drives it. Sell the countach. Wasting money to drive it once a year? Lol that makes no sense,saying sell egg drives Sell countach Wasting money drive year Lol makes sense
"Ya...as a postal employee, that's a federal offense to run over a mailbox. If it's intentional.  I don't think it was intentional. Someone should let the Post Office know though.  

As everyone else said....Sell egg, keep house, marry Sophia. Because if you don't I am gonna ask her out. 🤣🤣😛😛",Yaas postal employee thats federal offense run mailbox intentional dont think intentional let Post Office know saidSell egg house marry Sophia dont gonna ask
"11:54 Yes actually, USPS mailboxes are protected under federal law, trucker whom didn’t report it made things worse for themselves since they drove off",1154 Yes actually USPS mailboxes protected federal law trucker didnt report things worse drove
SELL THE EGG MARRY SOPHIA KEEP THE HOUSEEEEE🔥🔥🔥🔥,SELL EGG MARRY SOPHIA HOUSEEEEE
Those perfectly aligned skid marks in the road on the way out aren't you either ya right 😂😂,perfectly aligned skid marks road way arent ya right
Report them to the postal service.,Report postal service
13:12 i've seen better looking dirt roads,1312 ive seen better looking dirt roads
sell the egg bro,sell egg bro
When’s the wedding?,Whens wedding
The way you pronounce federal is kinda funny. Fedrool.,way pronounce federal kinda funny Fedrool
11:20 is the part we got clickbaited for 💀😂,1120 got clickbaited
Didn’t even realise it was the second channel until he said,Didnt realise second channel said
“That’s bad.” As she waits for you to stop talking to dig into the Mac n cheese,Thats bad waits stop talking dig Mac n cheese
"James, I’m Swedish and born near the Koenigsegg factory. Obviously my love for the egg is above any other car. But if selling it would bring us a lot of other awesome car content, I’m behind it. Also marry Sophia!",James Im Swedish born near Koenigsegg factory Obviously love egg car selling bring lot awesome car content Im marry Sophia
GOD THIS GUYS IS 100% NUTZ,GOD GUYS 100 NUTZ
Merry Belated Christmas,Merry Belated Christmas
NOOOOO. I don't know the lore but I don't care. DONT SELL THE COUNTACH. SELL IT TO ME. I HAVE 10 BUCKS,NOOOOO dont know lore dont care DONT SELL COUNTACH SELL 10 BUCKS
"Sell the egg, sell the house.",Sell egg sell house
"I watched this , while my dentist, pulled a tooth. I ain't saying anything. Just telling the truth. No, she did not say ""you watch STRAD?"" I was offended. Hahaha",watched dentist pulled tooth aint saying telling truth watch STRAD offended Hahaha
I think you should get an financial advisor at this point😂,think financial advisor point
Keep the countach. Sell the egg.,countach Sell egg
Marrying my girlfriend and having a baby was the best thing I ever did in life. Just saying,Marrying girlfriend baby best thing life saying
Scotty Kilmer voice over?,Scotty Kilmer voice
Sell your regera,Sell regera
$10 take it or leave it.,10 leave
"Absolutely sell the Egg. This house has been so long in the making, and it’s literally-in your words-your DREAM HOUSE. It seems silly to rid yourself of something you’ve poured so much heart and soul into only to keep one of 13 or so cars…
The car represents a joyful experience; the house, on the other hand-and even the girl, if that’s where you decide to take things-represents a life.
Think about it, man. We love you.",Absolutely sell Egg house long making literallyin wordsyour DREAM HOUSE silly rid youve poured heart soul 13 carsThe car represents joyful experience house handand girl thats decide thingsrepresents lifeThink man love
"That’s truck drivers info will not be hard find drive around look for the house with a bunch new pallets of stuff if anyone’s there asking if they havve the info of who delivered it
Looks like he’s a load Brick",Thats truck drivers info hard find drive look house bunch new pallets stuff anyones asking havve info delivered itLooks like hes load Brick
Its a federal crime what ive heard in my country,federal crime ive heard country
Buy tj hunt guard red GT3 with a GT3 RS engine and it is manual🤷🏻‍♂️,Buy tj hunt guard red GT3 GT3 RS engine manual
That Cadillac has been on the channel but not with the open down(up) pipes and top turbskis,Cadillac channel open downup pipes turbskis
Sell the egggg,Sell egggg
Sell the egg.,Sell egg
Sell the EGG,Sell EGG
Clickbait title again,Clickbait title
The egg is a milestone. The bug was a milestone. You've made it dude. We all respect it. We'd all respect you selling it. For the channel there's not much you can do with it. Modify it and it loses value. Take more trips and get back to the shenanigans. Like skis and tracks on aventadors...,egg milestone bug milestone Youve dude respect Wed respect selling channel theres Modify loses value trips shenanigans Like skis tracks aventadors
Sell the egg keep house and girl. Build an overland vehicle,Sell egg house girl Build overland vehicle
"Your video always put a smile on my face even though i'm facing a really hard time now, i just got bankrupt, become homeless with no money what so ever and recently got left by my wife, but watching your video wether on your main channel or this one has always put me in Cheer.
Been watching your video since 2016, love to meet you someday when i already get back on my feet, love from your biggest fan in indonesia 😊",video smile face im facing hard time got bankrupt homeless money recently got left wife watching video wether main channel CheerBeen watching video 2016 love meet someday feet love biggest fan indonesia
"Strad saying he can't show us the footage because he's going to the airport. Ever hear about editing buddy? Obviously joking around, Strad is one of the best around, even if this video could be considered slight clickbait for audience adrenaline rush.",Strad saying cant footage hes going airport hear editing buddy Obviously joking Strad best video considered slight clickbait audience adrenaline rush
Is that not just a condensation temperature inversion from the lake?,condensation temperature inversion lake
Sell the egg already,Sell egg
Quit snitching on the semi 😂,Quit snitching semi
"ur countach and espada are my fav cars in ur collection, but honestly im happy ur selling the countach since honestly an idiot like u shouldn’t drive it",ur countach espada fav cars ur collection honestly im happy ur selling countach honestly idiot like u shouldnt drive
So strad needs a flamethrower,strad needs flamethrower
"Dude, even if you aren't likely to see this. It isn't worth reporting that truck driver for the damaging the property, because if they admitted to it then they wouldn't be sentenced to prison, but because they drove off they would likely be facing maybe 3-5 years plus a large fine. The dude was likely tired and just doing his job, it isn't going to affect you, you'll still get your 15% off coupons that you won't use in the mail.",Dude arent likely isnt worth reporting truck driver damaging property admitted wouldnt sentenced prison drove likely facing maybe 35 years plus large fine dude likely tired job isnt going affect youll 15 coupons wont use mail
"Sell the egg, get a pool done before summer",Sell egg pool summer
Sell the egg,Sell egg
"I work for the USPS and deal directly with mailboxes getting destroyed.  Your box is defently owned and maintained by the post office.  Your letter carrier will alert management to the downed mailbox.  A couple of maintenance workers will come and secure the box back in the concrete.  The post office will not try to investigate who hit the box.  Frankly, it's not worth the time and effort.",work USPS deal directly mailboxes getting destroyed box defently owned maintained post office letter carrier alert management downed mailbox couple maintenance workers come secure box concrete post office try investigate hit box Frankly worth time effort
Did the HOA pay for the roads or have the roads been turned over to the county. It is always better to push for the county to take over roads,HOA pay roads roads turned county better push county roads
I’m just starting the video please don’t tell me they hit the countach,Im starting video dont tell hit countach
I'm 16 and I'm looking at trying to save up for a 2010 audi rs5 coupe do you think it's worth saving for?,Im 16 Im looking trying save 2010 audi rs5 coupe think worth saving
Imagine the Egg being Strad’s downfall when we all told him we didn’t care about it as much as him. “Not that our opinion is what makes him happy or gives him the energy to get up every day and make this channel what it is.”,Imagine Egg Strads downfall told didnt care opinion makes happy gives energy day channel
"If you're selling the egg, please keep the Countach. We need a ""Lamborghini Collector Stradman"".",youre selling egg Countach need Lamborghini Collector Stradman
Sell the egg,Sell egg
"I think you should keep the countach for its future value. The car is very desired especially with that spec. Not only that, but now that the new countach is out, collectors are going to be wanting them more and more which means the price goes way up.",think countach future value car desired especially spec new countach collectors going wanting means price goes way
Those are not bolts. They are concrete anchors.,bolts concrete anchors
Sell,Sell
992 GT3TRS,992 GT3TRS
Cement overlay for heat? Suction cup for dash cam? Some dealers may like to swap the Countach for the GT3 RS?,Cement overlay heat Suction cup dash cam dealers like swap Countach GT3 RS
House is too big and expensive time to sale it,House big expensive time sale
I love how he ignores all the comments about selling the Egg 😂😂,love ignores comments selling Egg
Missed opportunity for a simplisafe ad,Missed opportunity simplisafe ad
It was probably Jordan Belfort drunk driving in your Countach again.,probably Jordan Belfort drunk driving Countach
Sell the Egg and like two other cars bro. Just be happy,Sell Egg like cars bro happy
"Sell the egg, keep the house, marry Sophia. ""Simple as that"" as you like to say haha",Sell egg house marry Sophia Simple like haha
"Damn, goodbye egg 😔",Damn goodbye egg
sell sophia marry the egg,sell sophia marry egg
