textID,text,selected_text,sentiment
b2006659d8,Man I love the egg but pls it’s your dream house! Work on that! You can always work towards it some other time! We believe in you 💜,Man I love the egg but pls it’s your dream house! Work on that! You can always work towards it some other time! We believe in you 💜,neutral
4eb5926bde,Sell the egg,Sell the egg,negative
1663f10f48,Please sell the egg. I would rather watch you with 12-15 real good cars than like 8 and a 3 million dollar hyper car,Please sell the egg. I would rather watch you with 12-15 real good cars than like 8 and a 3 million dollar hyper car,positive
f43b0d549b,"14:23 I think more importantly I wonder if the TRX is even gonna start, its been sitting there for like 6 months or so? When you go get the 812, bring a jump box just in case... I'm speaking from experience","14:23 I think more importantly I wonder if the TRX is even gonna start, its been sitting there for like 6 months or so? When you go get the 812, bring a jump box just in case... I'm speaking from experience",neutral
6305fa3abf,SELL THE EGG,SELL THE EGG,negative
e78c96b402,😮,😮,neutral
1e6b175bde,"I understand why you thinking of buying a porsche, but honestly, instead of spending so much money, please continue the buildoff of BMW vs Supra , James vs Sophia build off , would be amazing to watch","I understand why you thinking of buying a porsche, but honestly, instead of spending so much money, please continue the buildoff of BMW vs Supra , James vs Sophia build off , would be amazing to watch",positive
cb4e5687f0,"Yes, it's a federal crime to hit or destroy a mailbox","Yes, it's a federal crime to hit or destroy a mailbox",neutral
1fb4c1db97,Fegeral crime,Fegeral crime,neutral
5be47bfdc7,The bolts are meant to snap so you don't die if you hit it,The bolts are meant to snap so you don't die if you hit it,negative
ef3260c567,I love this car.  get why it's going.  ill miss it though,I love this car.  get why it's going.  ill miss it though,neutral
542efbdb48,"sell the egg, no need for a multi million dollar car","sell the egg, no need for a multi million dollar car",negative
785eeafd7f,I'm surprised it wasn't a Mustang that took out the mailbox 😂,I'm surprised it wasn't a Mustang that took out the mailbox 😂,neutral
5df0634089,sell theeee eggggggg,sell theeee eggggggg,neutral
b77b4634d1,Hate to see it go,Hate to see it go,negative
bf885f9c9f,Those aren’t bolts. They are lag shield lead anchors. They are meant to be split. When I bolt is driven into it they spread to hold in concrete. But what a douche. How is he just gonna drive away. also good click bait. I thought your car was hit.,Those aren’t bolts. They are lag shield lead anchors. They are meant to be split. When I bolt is driven into it they spread to hold in concrete. But what a douche. How is he just gonna drive away. also good click bait. I thought your car was hit.,neutral
9c63d294da,"No, that is not mail fraud or anything mail related.  Your Post Office will try not to laugh when they refer you to your local law enforcement agency.","No, that is not mail fraud or anything mail related.  Your Post Office will try not to laugh when they refer you to your local law enforcement agency.",negative
98b3a30874,$35k a month,$35k a month,neutral
e3f5418ccc,"Mailbox is a federal coke but the post office will replace it but good look finding him. As a ex employee of several years, they RARELY follow through","Mailbox is a federal coke but the post office will replace it but good look finding him. As a ex employee of several years, they RARELY follow through",positive
11af5284a4,Congratulations on the new house,Congratulations on the new house,positive
d29f2c0516,"Hey, I don’t think it’s a sales pitch.","Hey, I don’t think it’s a sales pitch.",neutral
babd3dc5c2,another banger,another banger,neutral
9f29e844a8,Day one of asking James to add a 992 GT3RS to the collection,Day one of asking James to add a 992 GT3RS to the collection,neutral
4daff98d1e,a couple years ago? it was just last year wasn't it?,a couple years ago? it was just last year wasn't it?,neutral
1b5bc31512,Sell the eggggg,Sell the eggggg,neutral
c78ac351b4,Bro finally said he’s selling the egg,Bro finally said he’s selling the egg,positive
4b865cd069,Early Strad gang!,Early Strad gang!,neutral
6b0c3c1f0e,"3:48, for the Turbo 992, for GT3RS 991.2","3:48, for the Turbo 992, for GT3RS 991.2",positive
7d01197f2c,7:21 he's coming around!,7:21 he's coming around!,neutral
f0d5516660,We know we said the egg but sell it man the house is way better risking a house for a car is crazy atp,We know we said the egg but sell it man the house is way better risking a house for a car is crazy atp,negative
b9ece94766,"House is better then cars, just keep it","House is better then cars, just keep it",positive
b60204f732,No don’t sell the Egg!,No don’t sell the Egg!,negative
f17a4e247c,Sell the egg and keep the house,Sell the egg and keep the house,positive
fd8f6f4567,The Porsche driver gets pulled over the cop is it stock the driver yes,The Porsche driver gets pulled over the cop is it stock the driver yes,negative
ebdf0f490b,Welcome back,Welcome back,positive
b19f9480db,Been watching your videos,Been watching your videos,neutral
829d947309,So thats the real reason the countach is damaged huh 🤔,So thats the real reason the countach is damaged huh 🤔,positive
45e97a7295,RIP Mailbox,RIP Mailbox,neutral
692f93be8c,991,991,neutral
2b3de800b4,early,early,neutral
f8438ac408,1 minute! Sell the egg not the house,1 minute! Sell the egg not the house,negative
fc95706382,Everyone loves the 2nd channel  big fan james🥹🥹,Everyone loves the 2nd channel  big fan james🥹🥹,positive
49a96fa79b,Strad-urday on a Thursday,Strad-urday on a Thursday,neutral
92b407492b,"Keep the house man, sell the egg. 🫡","Keep the house man, sell the egg. 🫡",positive
49f68a5c84,hi,hi,neutral
55a44d7d10,I think sell half of the collection and buy like different cars,I think sell half of the collection and buy like different cars,neutral
215bd5c4d5,Let’s goo,Let’s goo,neutral
8f85b8e00b,Halo stradman🎉,Halo stradman🎉,neutral
2737073253,🎉🎉🎉,🎉🎉🎉,neutral
60af03fcc5,you’re amazing,you’re amazing,positive
9e34e5f6b5,Second channel SQUADDD!,Second channel SQUADDD!,neutral
366daead37,Love ya strad!,Love ya strad!,positive
ff9e23e66c,🥸,🥸,neutral
4eb5926bde,Sell the egg,Sell the egg,negative
4d03c890b8,No way (btw first and lmnt is amazing),No way (btw first and lmnt is amazing),positive
eda8d5be5e,Let go! A new video from STRAD!!,Let go! A new video from STRAD!!,positive
bd63a2885e,35 seconds,35 seconds,neutral
4c44000bd6,It feels illegal to be this early,It feels illegal to be this early,negative
fd045e51c5,1st View 1st Like 1st Comment ❤,1st View 1st Like 1st Comment ❤,neutral
e78c96b402,😮,😮,neutral
09c0b804f9,First comment yay 🥳❤,First comment yay 🥳❤,positive
4d75848bcd,Finally a video on og channel 🎉,Finally a video on og channel 🎉,neutral
cf0f17fd62,Finally it time 🎉🎉🎉😂😂😂😂,Finally it time 🎉🎉🎉😂😂😂😂,neutral
891a861204,I was here first😑,I was here first😑,neutral
7fb55ed0b7,First,First,neutral
ac043da1ac,WE EARLY EARLY BOYS,WE EARLY EARLY BOYS,neutral
f36505fcf4,First number 1 Stradman fan,First number 1 Stradman fan,positive
3e3c059824,Happy holidays brother and Sophia,Happy holidays brother and Sophia,positive
e56ecfd3fa,Simple man- I see strad I click,Simple man- I see strad I click,neutral
b7b655045b,3rd,3rd,neutral
5058f1af83,.,.,neutral
87f33d0d5e,"Hello, hope you get it sorted and enjoy the snow!","Hello, hope you get it sorted and enjoy the snow!",positive
cf974d988e,🔥🔥🔥,🔥🔥🔥,neutral
7c5483b24e,First keep it up man,First keep it up man,negative
7fb55ed0b7,First,First,neutral
a9a5f9c9db,Hiii,Hiii,neutral
f2b61abd4c,Hellooo,Hellooo,neutral
8b04d5e377,first,first,neutral
7fb55ed0b7,First,First,neutral
1edf7f8814,First one here,First one here,negative
8b1a9953c4,Hello,Hello,neutral
52b13c7464,I don’t like the sound of that title,I don’t like the sound of that title,negative
3e111679dc,❤❤,❤❤,neutral
7fb55ed0b7,First,First,neutral
c030e4ee7f,🎉🎉,🎉🎉,neutral
cbe676ae0a,🔥,🔥,neutral
bbe58d6008,purée quand j’ai vu mon shape tape je me suis dit c’est pas possible !! c’est le meilleur anticerne de la terre ❤️‍🔥❤️‍🔥,purée quand j’ai vu mon shape tape je me suis dit c’est pas possible !! c’est le meilleur anticerne de la terre ❤️‍🔥❤️‍🔥,negative
b69af39041,"20:26 je crois que ça veut dire le ranger style comme dans un pot à crayons, pas comme ça 😅 évidemment sinon ça tient pas","20:26 je crois que ça veut dire le ranger style comme dans un pot à crayons, pas comme ça 😅 évidemment sinon ça tient pas",neutral
f4a97810ee,"Pour ceux qui n'apprécient pas les teintes chaudes et un peu orangées, vous n'êtes pas du tout la cible pour les bronzers. C'est dans le nom, c'est fait pour réchauffer le teint. Si vous souhaitez creuser ou créer des zones d'ombre sur le visage, il faut opter pour un outil de contouring qui offrira des teintes froides, dans les taupes.","Pour ceux qui n'apprécient pas les teintes chaudes et un peu orangées, vous n'êtes pas du tout la cible pour les bronzers. C'est dans le nom, c'est fait pour réchauffer le teint. Si vous souhaitez creuser ou créer des zones d'ombre sur le visage, il faut opter pour un outil de contouring qui offrira des teintes froides, dans les taupes.",negative
8a2eaf0c75,De base les poudre clarines sont bien,De base les poudre clarines sont bien,neutral
85947e026c,vraiment une safe place Andie ❤,vraiment une safe place Andie ❤,neutral
8cf30138d4,"Coucou Andie, est ce possible que tu fasse une vidéo avec des produits make up (teint/levres/yeux) pour petit budget moyen et gros budget ? Mercii à toi 🫶🏻","Coucou Andie, est ce possible que tu fasse une vidéo avec des produits make up (teint/levres/yeux) pour petit budget moyen et gros budget ? Mercii à toi 🫶🏻",negative
f78b49544c,Pour le fond de teint il faudrait le mélangé avec une crème hydratante et l'appliquer comme un nouveau fond de teint ❤❤❤,Pour le fond de teint il faudrait le mélangé avec une crème hydratante et l'appliquer comme un nouveau fond de teint ❤❤❤,neutral
d47072be5e,Ton make up reste trop ouf ❤,Ton make up reste trop ouf ❤,neutral
7b818432c2,Super cours de maquillage et de soins !  Merci pour tes choix et tes conseils ! Je vais tester ! 🌺,Super cours de maquillage et de soins !  Merci pour tes choix et tes conseils ! Je vais tester ! 🌺,neutral
9003d33a6b,j’ai l’anti cerne tarte depuis 5 mois et je viens de comprendre que oui c’est pas mes pinceaux ni mes beauty blenders qui me font des paillettes mais bien l’anti cerne (c’est après avoir poudré que les paillettes deviennent appâtante),j’ai l’anti cerne tarte depuis 5 mois et je viens de comprendre que oui c’est pas mes pinceaux ni mes beauty blenders qui me font des paillettes mais bien l’anti cerne (c’est après avoir poudré que les paillettes deviennent appâtante),neutral
762c1a8eca,Tu peux tester REM Beauty s’il te plaît ❤? Ps quelle formation as tu faite ?,Tu peux tester REM Beauty s’il te plaît ❤? Ps quelle formation as tu faite ?,neutral
00142c768d,Cc c quoi la marque de ta coque de téléphone ?❤,Cc c quoi la marque de ta coque de téléphone ?❤,negative
921a1eb38c,"S’il te plaît, tu peux refaire des vidéos où tu tries ton maquillage. Je t’adore trop.❤","S’il te plaît, tu peux refaire des vidéos où tu tries ton maquillage. Je t’adore trop.❤",neutral
8cbf290789,Tu devrais faire plus de vidéo de makeup ! Toujours aussi incroyable,Tu devrais faire plus de vidéo de makeup ! Toujours aussi incroyable,negative
3d4c647358,si tu aime les maquillage leger je te conseille les bb crème,si tu aime les maquillage leger je te conseille les bb crème,positive
7802baf9ea,"tu peux refaire ce concept, en revanche avec les meilleurs produits de Sephora stp","tu peux refaire ce concept, en revanche avec les meilleurs produits de Sephora stp",neutral
d2eef5a500,Est ce que tu pourrais faire un sur les produits de yve rocher,Est ce que tu pourrais faire un sur les produits de yve rocher,neutral
ea896f7a30,"Bonsoir, quel est votre Pinceau pour le Fond de teint ?!","Bonsoir, quel est votre Pinceau pour le Fond de teint ?!",negative
e79ca00088,Je t'admire franchment ça plus ta mark😊❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Je t'admire franchment ça plus ta mark😊❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,neutral
d9b9e9c0a9,Pourrais tu faire les produits les mieux note,Pourrais tu faire les produits les mieux note,neutral
93b1d13c0e,Coucou j’adore tes vidéos 💗💗 juste pour l’anti cerne tarte moi je l’ai et je le met souvent mais le soir quand je rentre des cours je voie bien y’a des paillettes,Coucou j’adore tes vidéos 💗💗 juste pour l’anti cerne tarte moi je l’ai et je le met souvent mais le soir quand je rentre des cours je voie bien y’a des paillettes,neutral
ea422a271a,J'adore ton contenu vraiment! J'aimerais trop une vidéo dans ce genre mais que avec des produits pas très chers que tu aimes bien genre ta sélection ça serait trop bien!!,J'adore ton contenu vraiment! J'aimerais trop une vidéo dans ce genre mais que avec des produits pas très chers que tu aimes bien genre ta sélection ça serait trop bien!!,neutral
d913e2c49b,Tes tellement belle !,Tes tellement belle !,neutral
a691fe7ce6,"Video ou on choisit pour toi des produits bien/mal notés, et tu le notes a l’aveugle pour te faire ton vrai avis et le confronter !🤓","Video ou on choisit pour toi des produits bien/mal notés, et tu le notes a l’aveugle pour te faire ton vrai avis et le confronter !🤓",neutral
7035dfbcf7,💛,💛,neutral
2b31a00124,wtffff 52 euros la poudre ????,wtffff 52 euros la poudre ????,neutral
9d3a9e113d,Attends mais tu etais maquilleuse avant ?,Attends mais tu etais maquilleuse avant ?,neutral
1955451d20,❤   ❤,❤   ❤,neutral
65736d7ca2,Bonjour  Je suis un mec et je cherche une crème hydratante parce que j’ai la peau super sèche vs auriez des ref ? Merci,Bonjour  Je suis un mec et je cherche une crème hydratante parce que j’ai la peau super sèche vs auriez des ref ? Merci,neutral
c0d6a24781,"Top la vidéo +1 abonnée.   J’aurais bien aimé un retour sur la marque nyx pour : un fond de teint, bronzer, anti cerne, blush , etc… même sur le spray fixateur pour la tenue.","Top la vidéo +1 abonnée.   J’aurais bien aimé un retour sur la marque nyx pour : un fond de teint, bronzer, anti cerne, blush , etc… même sur le spray fixateur pour la tenue.",negative
483b1c8ee7,t’es un amour,t’es un amour,neutral
da7bd6efde,j’étais entrain d’éplucher des cacahuètes en regardant ta vidéo quand ma mère est passée et a dit: « oh elle est trop belle c’est une mannequin ? » t vrm incr andie 😚,j’étais entrain d’éplucher des cacahuètes en regardant ta vidéo quand ma mère est passée et a dit: « oh elle est trop belle c’est une mannequin ? » t vrm incr andie 😚,negative
24b0bec335,Salut ! Perso j'ai l'anticerne radiant et oui j'ai des paillettes 😥,Salut ! Perso j'ai l'anticerne radiant et oui j'ai des paillettes 😥,neutral
21049f42d7,"je pense que By Mario c'est très quand vous voulez un maquillage bah à la Kim K mdrr donc un truc à l'américaine qui se voit bien sur les photos… je pense que la cible en France n'est pas la meilleure pour cela nous qui aimons surtout le maquillage plus ""naturel"" même pour un joli maquillage glam du soir","je pense que By Mario c'est très quand vous voulez un maquillage bah à la Kim K mdrr donc un truc à l'américaine qui se voit bien sur les photos… je pense que la cible en France n'est pas la meilleure pour cela nous qui aimons surtout le maquillage plus ""naturel"" même pour un joli maquillage glam du soir",negative
04d0d5d1db,Andie magnifique ❤ J'aimerais bien te voir tester la marque martine de gaelle,Andie magnifique ❤ J'aimerais bien te voir tester la marque martine de gaelle,neutral
2b5da3c03e,"le fond de teint KVD est une tuerie sur ma peau mixte et personnellement je préfère l'appliquer au Beauty blender, aucun soucis sur les ailes du nez et même en fin de journée je ne trouve pas qu'il marque mes ridules ou des zones de sécheresse, il tient bien sur ma peau il ne bouge pas et est bien sans transfert, j'en suis FAN <3","le fond de teint KVD est une tuerie sur ma peau mixte et personnellement je préfère l'appliquer au Beauty blender, aucun soucis sur les ailes du nez et même en fin de journée je ne trouve pas qu'il marque mes ridules ou des zones de sécheresse, il tient bien sur ma peau il ne bouge pas et est bien sans transfert, j'en suis FAN <3",neutral
921f2217a4,"Je n'ai pas testé l'eye liner de Huda Beauty mais en tant que fille avec des paupières tombantes, je préfère quand le trait sèche vite sur ma paupière pour éviter d'avoir un 2e trait d'eye liner graphique 😂","Je n'ai pas testé l'eye liner de Huda Beauty mais en tant que fille avec des paupières tombantes, je préfère quand le trait sèche vite sur ma paupière pour éviter d'avoir un 2e trait d'eye liner graphique 😂",neutral
b1ce0dc0f4,une idée d’un bon correcteur pour peau sèche ?,une idée d’un bon correcteur pour peau sèche ?,neutral
d0ada3a417,"Cc andie   Yeah trop contente de recevoir la notification pour cette nouvelle vidéo pour mon moment détente coconning.  Superbe video test makeup up sephora.  Andie merci pour tes avis et tes explications et j'adore la façon dont tu te maquille tu es tellement talentueuse , inspirante et tu es incroyable j'adore le mood que tu donne a ta video.  Superbe vidéo,  format et concept bravo très joli travail bravo.  Bisous a toute ta famille 😘😘😘😘😘😘😘","Cc andie   Yeah trop contente de recevoir la notification pour cette nouvelle vidéo pour mon moment détente coconning.  Superbe video test makeup up sephora.  Andie merci pour tes avis et tes explications et j'adore la façon dont tu te maquille tu es tellement talentueuse , inspirante et tu es incroyable j'adore le mood que tu donne a ta video.  Superbe vidéo,  format et concept bravo très joli travail bravo.  Bisous a toute ta famille 😘😘😘😘😘😘😘",neutral
38489025d7,J’adore t’entendre parler de makeup !! 🫶,J’adore t’entendre parler de makeup !! 🫶,negative
5ec2f6f2d4,Hello Andie !! Pourrais-tu faire une video sur tes produits pref ? Bonne soiree 🌙,Hello Andie !! Pourrais-tu faire une video sur tes produits pref ? Bonne soiree 🌙,neutral
0002fe3f59,mais euh 3 c'est pas mauvaise note je comprend pas la,mais euh 3 c'est pas mauvaise note je comprend pas la,neutral
14f2e647fa,"Ptdrrrr tu m'as fait trop rire à essayer de faire tenir le liner tout seul 😂 Je pense que ce qu'ils ont voulu dire par ""ranger le liner dans ce sens"", c'est juste de le mettre tête vers le bas, dans un pot à pinceaux par exemple. Comme pour certains stylos à encre qu'il faut toujours mettre tête en bas dans des pots à crayons :)","Ptdrrrr tu m'as fait trop rire à essayer de faire tenir le liner tout seul 😂 Je pense que ce qu'ils ont voulu dire par ""ranger le liner dans ce sens"", c'est juste de le mettre tête vers le bas, dans un pot à pinceaux par exemple. Comme pour certains stylos à encre qu'il faut toujours mettre tête en bas dans des pots à crayons :)",neutral
3ba69ec754,Le fait qu’elle reste SUBLIME même en ayant essayé les pires produits sephora! Je suis choquée 😂 super vidéo au final ❤,Le fait qu’elle reste SUBLIME même en ayant essayé les pires produits sephora! Je suis choquée 😂 super vidéo au final ❤,neutral
8f88359922,Hello si c’est pas trop indiscret tu fais quoi comme métier,Hello si c’est pas trop indiscret tu fais quoi comme métier,negative
c1c249ad0f,"Est ce que tu peux nous faire une vidéo "" je teste les meilleurs produits sephora ""","Est ce que tu peux nous faire une vidéo "" je teste les meilleurs produits sephora """,neutral
768fda2e94,"J'ai adoré ta vidéo mais ça aurait être top que tu testes également une base de teint et une base pour les yeux. Le fond de teint KVD j'en avais déjà entendu parler il y a des années, il avait fait une peu horrible à Horia, du coup j'ai jamais investi et je regrette pas 😅","J'ai adoré ta vidéo mais ça aurait être top que tu testes également une base de teint et une base pour les yeux. Le fond de teint KVD j'en avais déjà entendu parler il y a des années, il avait fait une peu horrible à Horia, du coup j'ai jamais investi et je regrette pas 😅",neutral
5ee71f6e35,Incroyable continue comme ça❤,Incroyable continue comme ça❤,neutral
6b42748e3c,Cc Andie 🥰🥰 Tu pourras faire le même concept mais avec les produits les mieux notés de Sephora s'il te plaît 🥰🥰🥰🥰 PS: tu es incroyable 😘,Cc Andie 🥰🥰 Tu pourras faire le même concept mais avec les produits les mieux notés de Sephora s'il te plaît 🥰🥰🥰🥰 PS: tu es incroyable 😘,neutral
0f92190bfd,"pour l’anticerne tarte, il fait des paillettes quand tu mets de la poudre","pour l’anticerne tarte, il fait des paillettes quand tu mets de la poudre",negative
45417a11b4,Tes 24h comme et routine manquent,Tes 24h comme et routine manquent,neutral
16158574f8,J’ai trop aimé ! Maintenant on veut les meilleurs produits sephora !! 🫶,J’ai trop aimé ! Maintenant on veut les meilleurs produits sephora !! 🫶,neutral
4ba43c93eb,"J'avoue le fond de teint c'est grave pour le prix, il est super asséchant 🥲","J'avoue le fond de teint c'est grave pour le prix, il est super asséchant 🥲",negative
403d72090a,J’adore ce genre de vidéo où tu restes et nous parles de produits !,J’adore ce genre de vidéo où tu restes et nous parles de produits !,neutral
852b1e4417,"olala, j'adore ce genre de vidéos !! merci Andie 💓","olala, j'adore ce genre de vidéos !! merci Andie 💓",neutral
6874e8e363,Tu as tellement raison quand tu dis que ça nous manque le contenu makeup et qu'il n'y a plus rien à voir sur Youtube :( Donc merci pour ce moment ;),Tu as tellement raison quand tu dis que ça nous manque le contenu makeup et qu'il n'y a plus rien à voir sur Youtube :( Donc merci pour ce moment ;),neutral
88add90f7f,++++ de vidéos maquillage stpppp merci andie,++++ de vidéos maquillage stpppp merci andie,neutral
0b7573cdd7,trop bien la vidéo !!! est ce que tu pourrais faire un vidéo ou tu teste du maquillage pour petit prix,trop bien la vidéo !!! est ce que tu pourrais faire un vidéo ou tu teste du maquillage pour petit prix,neutral
46c620cfb5,J adore Andie mais j ai pas compris quand elle parle de l image Huda beauty elle a une super image,J adore Andie mais j ai pas compris quand elle parle de l image Huda beauty elle a une super image,neutral
e5a8cb1f7d,Je n ai même pas commencer la vidéo mais je croi déjà quel va être incrrrr ❤ Bon visionnage 🎉❤,Je n ai même pas commencer la vidéo mais je croi déjà quel va être incrrrr ❤ Bon visionnage 🎉❤,neutral
c12f07f29b,Tu feras une partie 2???😢❤,Tu feras une partie 2???😢❤,neutral
2cb25a10e2,J'aime quand tu fait ce genre de vidéos,J'aime quand tu fait ce genre de vidéos,neutral
5f6e713ed9,J’adore les vidéos maquillages et effectivement il n’y en a pas assez ! Tu peux nous en faire d’autre ?? Genre tuto maquillage naturel comme t’aime avec tes produits préférés ?? Merci ❤️,J’adore les vidéos maquillages et effectivement il n’y en a pas assez ! Tu peux nous en faire d’autre ?? Genre tuto maquillage naturel comme t’aime avec tes produits préférés ?? Merci ❤️,neutral
05e11dfaaa,Coucou pourrais tu faire la même vidéo mais en inversant le concept en achetant les meilleurs produit chez sephora ?,Coucou pourrais tu faire la même vidéo mais en inversant le concept en achetant les meilleurs produit chez sephora ?,neutral
64c06923fe,Andie ta vidéo était incroyable !! J'adore quand tu fais des vidéos make up car on voit que tu t'y connais très bien !! Sinon je t'adore tu es ma youtubeuse préférée ton contenue est génial !,Andie ta vidéo était incroyable !! J'adore quand tu fais des vidéos make up car on voit que tu t'y connais très bien !! Sinon je t'adore tu es ma youtubeuse préférée ton contenue est génial !,neutral
31c50dbddb,j'aimerai trop que tu teste les produit les plus viral !!!!!!,j'aimerai trop que tu teste les produit les plus viral !!!!!!,neutral
3e111679dc,❤❤,❤❤,neutral
729a51f4b4,j'adore tes vidéos ta joie de vivre et tu as l'air tellement transparente !<3,j'adore tes vidéos ta joie de vivre et tu as l'air tellement transparente !<3,neutral
d3fdcc5582,Tu fais du tri chez toi pour ensuite acheter des produits mal notés au risque de pas les utiliser je comprends pas 😭,Tu fais du tri chez toi pour ensuite acheter des produits mal notés au risque de pas les utiliser je comprends pas 😭,neutral
d6d6b6058a,"Super vidéo tu dois en refaire avec d’autres marques ! ❤ par contre la prochaine fois tu pourrais juste regarder la note, commencer le makeup en donnant ton avis à chaud et ensuite lire les avis ? Comme ça tu seras pas influencé par les commentaires des gens ;)","Super vidéo tu dois en refaire avec d’autres marques ! ❤ par contre la prochaine fois tu pourrais juste regarder la note, commencer le makeup en donnant ton avis à chaud et ensuite lire les avis ? Comme ça tu seras pas influencé par les commentaires des gens ;)",neutral
65be22fdf9,"Coucou Andie, quel bronzer taupe recommandes-tu pour les peaux claires? 😍🫶🏻","Coucou Andie, quel bronzer taupe recommandes-tu pour les peaux claires? 😍🫶🏻",neutral
4f1ae1a88d,"C’est vraiment les best vidéos. Genre crash test marque, maquillage, nourriture c’est la base 👌","C’est vraiment les best vidéos. Genre crash test marque, maquillage, nourriture c’est la base 👌",positive
595bc0456e,"25min de pur bonheur, Andie je pourrais regarder tes videos pendant des heures et des heures","25min de pur bonheur, Andie je pourrais regarder tes videos pendant des heures et des heures",neutral
495a20de75,Est que tu pourrais faire une vidéo sur ta routine capillaire?ça m’intéresse !tu as de supers beaux cheveux !,Est que tu pourrais faire une vidéo sur ta routine capillaire?ça m’intéresse !tu as de supers beaux cheveux !,negative
952593b749,J’adore tes vidéos je te suit depuis un moment déjà merci pour ton contenu et ta marque incroyable ! Pourrait tu dans une de tes vidéos nous montrer tout tes talons ? 😊,J’adore tes vidéos je te suit depuis un moment déjà merci pour ton contenu et ta marque incroyable ! Pourrait tu dans une de tes vidéos nous montrer tout tes talons ? 😊,negative
165a291905,Pour ranger l'eyeliner il faut le ranger un pot à crayon avec les pinceaux....,Pour ranger l'eyeliner il faut le ranger un pot à crayon avec les pinceaux....,neutral
494c519d52,"Hello, pour le liner de Huda Beauty j'ai le même et oui il sèche de ouf 😭 Je l'ai rangé dans un pot pour qu'il soit à peu près dans le bon sens et l'encre est revenue mais pas ouf pas ouf. Par contre c'est vrai qu'il est facile d'utilisation 👍","Hello, pour le liner de Huda Beauty j'ai le même et oui il sèche de ouf 😭 Je l'ai rangé dans un pot pour qu'il soit à peu près dans le bon sens et l'encre est revenue mais pas ouf pas ouf. Par contre c'est vrai qu'il est facile d'utilisation 👍",neutral
6ef83f3dff,Merci Andie 💘 J’ai goûtée ton matcha à la vanille et franchement il est trop bonnnn,Merci Andie 💘 J’ai goûtée ton matcha à la vanille et franchement il est trop bonnnn,neutral
3c3490fa47,"J'en suis au moment où tu appliques l'anti cernes, peut-être que les pailettes se voient plus ou moins selon la lumière qui tape dessus et/ou la poudre ! Parce que j'ai ce soucis avec l'anti-cernes Backstage de chez Dior (en plus Dior donc il coûte la peau du cul cimer), je me suis rendue compte que les ""nacres"" contenuent dans le produit ressortent une fois la poudre appliquée, et elles se voient de ouf à la lumière artificielle 🥲","J'en suis au moment où tu appliques l'anti cernes, peut-être que les pailettes se voient plus ou moins selon la lumière qui tape dessus et/ou la poudre ! Parce que j'ai ce soucis avec l'anti-cernes Backstage de chez Dior (en plus Dior donc il coûte la peau du cul cimer), je me suis rendue compte que les ""nacres"" contenuent dans le produit ressortent une fois la poudre appliquée, et elles se voient de ouf à la lumière artificielle 🥲",neutral
13e1102b3a,Coucou Andiie je sais pas si tu vas voir ce commentaire mais ça serai drôle que tu fasses une vidéo où tu maquilles ton mec et inversement fait que avec tes produits pref qu'on trouve chez sephora,Coucou Andiie je sais pas si tu vas voir ce commentaire mais ça serai drôle que tu fasses une vidéo où tu maquilles ton mec et inversement fait que avec tes produits pref qu'on trouve chez sephora,neutral
87c070aff2,J’adore tes revues makeup. Tu n’oublies jamais de nous dire que  nous sommes chacun différent et avec des attentes différentes. Ce n’est pas toujours que le produit n’est pas bon. ❤,J’adore tes revues makeup. Tu n’oublies jamais de nous dire que  nous sommes chacun différent et avec des attentes différentes. Ce n’est pas toujours que le produit n’est pas bon. ❤,negative
fbe5abbc93,"J'ai adoré cette vidéo très intéressante, j'ai le micro filling pen de chez Benefit ( le feutre )et je l'aime beaucoup car il discipline et comble les trous et fonce aussi la teinte naturelle, voilà c'est le mystère du maquillage on est parfois seule ( j'exagère) à aimer un produit ! À bientôt Andie","J'ai adoré cette vidéo très intéressante, j'ai le micro filling pen de chez Benefit ( le feutre )et je l'aime beaucoup car il discipline et comble les trous et fonce aussi la teinte naturelle, voilà c'est le mystère du maquillage on est parfois seule ( j'exagère) à aimer un produit ! À bientôt Andie",neutral
69736439ab,Une vidéo sur tes dupes serait sympas :),Une vidéo sur tes dupes serait sympas :),neutral
4a5e5aca4f,Le olehendryksen je l'ai testée est vraiment je déteste il colle vraiment beaucoup c'est un gloss certes mais comparé au fenty la différence est folle mais le olehendryksen il fait un effet bizzare sur la lèvres c'est horrible je me suis faite influencer je regrette mon achat.... Mais super vidéo,Le olehendryksen je l'ai testée est vraiment je déteste il colle vraiment beaucoup c'est un gloss certes mais comparé au fenty la différence est folle mais le olehendryksen il fait un effet bizzare sur la lèvres c'est horrible je me suis faite influencer je regrette mon achat.... Mais super vidéo,negative
aec195b532,Tu pourras faire la vidéo inverse avec les produits les mieux notés ? 🤗 J’ai adoré la vidéo !!,Tu pourras faire la vidéo inverse avec les produits les mieux notés ? 🤗 J’ai adoré la vidéo !!,neutral
c5257a6f54,on veut une 2eme partie avec des produits 5/5 !!,on veut une 2eme partie avec des produits 5/5 !!,neutral
90ad9097b5,La depuis tes débuts ! Je t’aime fort on est fiers de toi 🥹,La depuis tes débuts ! Je t’aime fort on est fiers de toi 🥹,negative
